Program: faissGPU Topk: 1000 Num_split: 1 Batch: 128
L	m	k_star	|	w	Reorder	Metric
0.619 %	0.77583 %	0.867708 %	0.8898328 %	|	0.9495 %	0.9839 %	0.97565 %	0.9857 %	0.98064 %	0.975219 %	8657.224416732788
2000	20	256	|	1	-1	dot_product
0.1681 %	0.32051 %	0.384498 %	0.255799 %	|	0.4198 %	0.4917 %	0.48215 %	0.4946 %	0.48866 %	0.426612 %	1242.981195449829
2000	20	256	|	16	-1	dot_product
0.2251 %	0.43653 %	0.59642 %	0.633006 %	|	0.6219 %	0.8335 %	0.79453 %	0.876 %	0.86389 %	0.838688 %	1378.2036304473877
2000	20	256	|	32	-1	dot_product
0.227 %	0.44027 %	0.603709 %	0.6497628 %	|	0.6289 %	0.8534 %	0.81135 %	0.9027 %	0.89037 %	0.866221 %	1486.8392944335938
2000	20	256	|	64	-1	dot_product
0.2283 %	0.44302 %	0.608286 %	0.6592224 %	|	0.6352 %	0.8679 %	0.82305 %	0.9226 %	0.90872 %	0.88381 %	1593.2228565216064
2000	20	256	|	128	-1	dot_product
0.2293 %	0.44509 %	0.611251 %	0.6654151 %	|	0.6389 %	0.8761 %	0.83106 %	0.9337 %	0.92179 %	0.89594 %	1703.6628723144531
2000	20	256	|	256	-1	dot_product
